,tenure,Partner,Dependents,gender,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
5993,2,0,0,1,1,0,74.95,151.75,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,No
5994,42,0,0,0,1,1,105.2,4400.75,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
5995,72,1,1,1,1,0,111.95,8033.1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,No
5996,62,0,0,1,1,0,19.85,1253.65,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
5997,6,0,0,0,1,1,89.75,552.65,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,No
5998,48,1,0,1,1,1,20.05,1036.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
5999,35,0,0,1,1,1,108.95,4025.5,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,No
6000,52,0,1,1,1,0,19.65,928.4,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,No
6001,1,0,0,0,0,1,24.9,24.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
6002,6,1,0,1,1,1,82.85,460.25,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Yes
6003,71,1,0,0,1,0,93.2,6506.15,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,No
6004,67,1,1,0,1,0,84.8,5598.3,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,No
6005,60,0,0,1,1,1,71.75,4374.55,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,No
6006,23,1,1,1,0,1,30.35,678.75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No
6007,39,0,1,1,0,0,54.85,2191.7,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,No
6008,15,1,1,1,1,1,19.5,239.75,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
6009,53,1,0,1,1,1,103.85,5485.5,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
6010,24,1,1,1,1,0,24.2,609.05,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
6011,37,1,1,0,1,0,19.35,683.75,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,No
6012,5,1,1,0,1,1,83.6,404.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Yes
6013,50,1,0,0,1,1,100.65,5189.75,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,No
6014,54,0,0,0,1,1,94.1,5060.9,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,No
6015,3,0,0,0,1,1,74.55,233.65,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
6016,68,0,0,1,1,0,108.45,7176.55,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,Yes
6017,5,0,0,1,1,0,56.15,291.45,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,No
6018,33,0,0,1,1,0,20.35,689.75,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
6019,41,0,0,0,1,1,80.55,3263.9,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,No
6020,34,1,1,0,0,0,61.25,1993.2,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,No
6021,13,1,1,0,1,1,20.45,254.5,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
6022,20,0,0,0,1,1,18.9,347.65,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,No
6023,51,0,0,0,1,0,19.6,967.9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,No
6024,3,1,0,0,1,1,91.5,242.95,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Yes
6025,41,0,1,0,1,0,45.2,1841.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
6026,13,0,0,0,1,0,19.45,232.1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,No
6027,35,1,1,1,1,0,25.45,809.25,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
6028,12,1,0,1,1,0,80.85,866.45,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes
6029,4,0,0,1,1,1,94.9,360.55,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,No
6030,43,0,0,0,0,1,49.05,2076.2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Yes
6031,12,1,1,0,0,1,29.3,355.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,No
6032,68,1,0,1,1,1,105.3,7299.65,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
6033,25,0,0,1,1,1,88.95,2291.2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Yes
6034,7,0,0,0,1,0,20.25,129.15,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
6035,66,1,0,1,1,1,110.85,7491.75,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,Yes
6036,53,1,0,0,1,0,110.5,5835.5,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,No
6037,63,0,0,1,1,1,109.4,7031.45,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,No
6038,70,1,1,0,1,1,114.2,7723.9,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,Yes
6039,27,1,0,1,0,0,36.5,1032.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
6040,1,0,0,0,1,0,70.75,70.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
6041,5,0,0,0,1,0,19.95,109.6,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
6042,37,1,0,0,1,0,19.6,727.8,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
6043,3,0,0,1,0,1,40.15,130.75,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Yes
6044,12,0,1,0,1,1,76.6,893.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
6045,38,1,1,0,1,0,19.6,763.1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,No
6046,9,0,0,0,1,1,85.3,781.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,No
6047,13,1,0,1,1,1,65.85,902.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,No
6048,29,1,0,1,1,1,94.45,2653.65,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
6049,47,1,1,0,1,0,20.05,1016.7,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,No
6050,61,1,0,1,1,0,99.4,5943.65,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,No
6051,16,0,0,1,1,0,20.0,275.7,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
6052,41,1,1,0,1,0,78.45,3126.45,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,No
6053,43,0,1,0,1,1,25.1,1070.15,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,No
6054,36,1,1,0,1,1,97.35,3457.9,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,Yes
6055,6,0,0,0,1,1,55.0,340.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,No
6056,58,0,0,0,1,1,71.1,4299.2,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,No
6057,19,0,0,1,1,1,61.55,1093.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,No
6058,11,1,0,1,1,1,45.9,521.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
6059,39,0,0,0,0,1,40.3,1630.4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,No
6060,8,0,0,0,1,1,87.1,713.6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,No
6061,26,0,1,0,1,1,49.5,1265.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
6062,53,0,0,0,1,1,73.8,4003.85,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,No
6063,70,1,1,0,1,1,19.2,1401.4,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
6064,1,0,0,1,0,1,45.3,45.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Yes
6065,59,0,0,1,1,0,25.0,1510.5,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
6066,2,0,0,1,1,0,94.95,178.1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
6067,7,0,0,1,0,0,35.3,264.8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,No
6068,12,0,1,0,1,1,44.55,480.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
6069,59,1,1,1,1,0,76.75,4541.9,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,No
6070,61,1,1,1,1,1,81.0,4976.15,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,No
6071,72,1,1,1,1,1,105.55,7542.25,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,No
6072,13,1,1,0,1,0,18.8,251.25,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
6073,64,1,1,0,1,0,24.9,1595.5,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
6074,1,1,0,1,0,1,23.45,23.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
6075,10,0,0,0,1,0,64.9,685.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,No
6076,65,1,1,0,1,0,61.35,3874.1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,No
6077,62,1,0,0,1,0,113.95,6891.4,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,No
6078,55,1,0,0,1,1,90.15,4916.95,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,No
6079,25,1,0,0,1,0,54.1,1373.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,No
6080,1,0,0,1,0,0,29.7,29.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
6081,1,0,0,1,1,1,49.8,49.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
6082,59,1,0,0,1,0,101.1,6039.9,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
6083,64,1,1,1,1,1,24.4,1548.65,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
6084,36,1,0,1,1,1,95.0,3440.25,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,No
6085,3,0,0,0,1,1,50.65,151.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
6086,61,1,0,1,1,1,69.9,4226.7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,No
6087,26,0,1,1,0,1,39.95,1023.75,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,No
6088,1,0,0,0,1,1,55.4,55.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Yes
6089,1,1,0,0,1,1,90.6,90.6,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Yes
6090,68,1,1,1,1,1,103.25,7074.4,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,No
6091,2,1,0,1,1,1,86.85,156.35,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Yes
6092,72,1,0,0,1,1,94.25,6849.75,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,No
6093,71,1,0,0,0,1,47.05,3263.6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,No
6094,57,0,0,1,1,0,20.55,1252.85,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,No
6095,4,0,0,1,1,1,19.65,67.55,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
6096,1,0,0,0,1,1,70.2,70.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
6097,72,1,1,1,1,0,81.0,5750.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,No
6098,21,1,1,1,1,1,75.9,1549.75,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,No
6099,71,1,1,0,1,0,24.7,1810.55,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
6100,29,1,0,0,1,1,99.05,2952.85,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Yes
6101,69,0,0,0,1,0,110.25,7467.55,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,No
6102,64,1,0,0,1,1,85.0,5484.4,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,No
6103,16,0,0,1,1,0,19.75,294.9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,No
6104,4,0,0,0,1,0,23.9,97.5,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,No
6105,52,0,0,0,1,1,111.25,5916.45,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,Yes
6106,2,0,0,1,1,1,55.1,113.35,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Yes
6107,1,0,0,1,1,0,19.95,19.95,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
6108,18,0,0,1,0,0,25.15,476.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
6109,2,0,0,0,1,0,54.15,101.65,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No
6110,19,1,0,0,1,1,59.8,1130.85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,No
6111,40,0,0,0,1,0,83.85,3532.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
6112,66,1,1,0,1,1,104.9,6891.45,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,No
6113,21,0,0,1,1,0,75.3,1570.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
6114,8,0,0,1,1,1,66.65,520.95,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,No
6115,72,1,1,0,1,1,109.5,7854.9,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,No
6116,48,0,0,0,1,1,73.85,3581.4,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,No
6117,69,0,0,1,1,1,19.3,1447.9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
6118,72,0,0,1,1,1,118.2,8547.15,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,No
6119,14,0,0,0,1,0,51.45,727.85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,No
6120,6,0,0,1,1,0,59.45,357.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,No
6121,8,1,1,0,1,0,19.5,159.35,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
6122,17,0,0,0,1,0,19.55,280.85,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
6123,65,0,0,1,1,0,93.55,6069.25,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,No
6124,57,1,1,0,1,1,59.3,3274.35,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,No
6125,13,1,0,1,1,1,102.25,1359.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,Yes
6126,19,0,0,1,1,1,95.9,1777.9,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,Yes
6127,56,1,0,0,1,0,109.8,6109.65,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,No
6128,14,1,0,0,1,1,78.1,1122.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,No
6129,52,1,0,1,0,1,39.9,2020.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,No
6130,58,0,0,0,1,1,64.9,3795.45,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,No
6131,47,0,0,0,1,1,95.05,4504.55,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,Yes
6132,67,0,0,0,0,1,53.4,3579.15,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,No
6133,2,0,0,1,0,1,24.9,49.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
6134,6,0,0,1,1,0,44.7,276.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
6135,71,1,1,1,1,1,114.0,8175.9,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,No
6136,46,1,1,0,1,0,20.25,890.35,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
6137,5,0,0,0,1,0,53.85,259.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Yes
6138,67,1,0,1,1,0,83.85,5588.8,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
6139,3,0,1,1,1,0,20.2,50.6,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,No
6140,3,0,0,0,1,0,19.95,58.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
6141,52,1,0,1,1,1,104.2,5568.35,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
6142,42,1,0,0,1,1,50.25,2203.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
6143,50,1,1,1,1,1,20.35,938.95,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
6144,23,1,0,1,1,1,90.0,2024.1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,No
6145,67,1,1,0,0,0,54.2,3623.95,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,No
6146,25,0,0,0,1,1,99.5,2369.05,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
6147,39,1,0,0,1,0,99.1,3877.95,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,No
6148,69,0,0,0,1,1,66.9,4577.9,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,No
6149,1,0,0,0,0,0,25.85,25.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
6150,32,0,0,1,1,0,91.05,2871.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,No
6151,9,0,0,0,1,0,71.0,672.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
6152,16,0,0,0,1,1,93.2,1573.7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,Yes
6153,60,1,1,1,1,1,20.95,1270.55,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
6154,72,1,1,0,1,1,109.2,7711.45,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,No
6155,5,1,0,1,1,0,19.35,126.05,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,Yes
6156,26,0,0,0,1,1,85.8,2193.65,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,No
6157,3,0,0,1,1,0,19.85,64.55,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,Yes
6158,2,0,0,1,1,1,19.65,31.2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,No
6159,2,0,1,0,1,0,20.5,38.25,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,No
6160,36,0,0,0,1,1,89.65,3348.1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,No
6161,7,0,0,1,1,0,74.35,533.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
6162,60,1,0,0,0,1,49.45,2907.55,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,No
6163,19,1,0,0,1,1,89.1,1620.8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,No
6164,45,1,0,1,1,0,75.15,3480.35,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,No
6165,4,0,0,1,1,1,70.65,293.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
6166,31,1,1,0,1,1,104.2,3243.45,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,Yes
6167,47,1,1,1,1,0,90.05,4137.2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,No
6168,1,0,0,1,1,1,79.25,79.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Yes
6169,1,0,0,0,1,1,44.9,44.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
6170,1,0,0,0,1,0,19.4,19.4,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,No
6171,59,1,1,0,1,1,88.75,5348.65,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,No
6172,10,1,0,1,1,1,70.1,659.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
6173,35,0,0,1,1,0,91.0,3180.5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,No
6174,4,0,0,1,0,1,29.65,118.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Yes
6175,32,1,1,1,1,1,90.8,3023.85,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,No
6176,43,0,0,1,1,1,77.85,3365.85,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
6177,4,0,0,1,1,0,54.3,195.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Yes
6178,54,1,0,0,1,1,18.95,1031.1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
6179,11,0,0,0,1,1,95.15,997.65,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Yes
6180,66,0,0,0,1,1,102.4,6471.85,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,No
6181,61,1,1,1,1,1,99.9,6241.35,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,No
6182,72,1,1,1,1,0,88.7,6501.35,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,No
6183,44,1,1,1,0,1,54.3,2317.1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,No
6184,41,0,0,1,1,1,55.7,2237.55,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No
6185,50,1,0,1,1,1,103.95,5231.3,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,No
6186,47,1,0,1,1,1,110.85,5275.8,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,Yes
6187,8,1,1,1,1,0,20.15,165.5,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
6188,18,0,0,1,1,0,20.05,358.5,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
6189,72,1,1,1,1,1,91.95,6614.9,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,No
6190,1,0,0,1,1,0,80.5,80.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Yes
6191,42,0,0,0,1,0,55.65,2421.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,No
6192,18,0,0,0,1,1,74.7,1294.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,No
6193,13,0,1,0,1,1,104.15,1299.1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,No
